City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Ayagoz,KZ,47.9714,80.4392,-7.04,95,4,3.53,clear sky
344,Cacapava Do Sul,BR,-30.5122,-53.4914,77.94,31,5,14.74,clear sky
345,Vanimo,PG,-2.6741,141.3028,77.63,87,100,5.12,overcast clouds
346,Kibala,TD,9.1104,18.3463,80.85,15,28,4.79,scattered clouds
347,Lavrentiya,RU,65.5833,-171.0,-12.37,93,5,6.89,clear sky
348,Ilulissat,GL,69.2167,-51.1,-1.14,92,100,2.19,overcast clouds
349,Tall Kayf,TR,37.0833,41.0667,44.55,51,100,3.44,overcast clouds
350,Maun,BW,-19.9833,23.4167,76.23,46,96,10.47,overcast clouds
351,Sorrento,IT,40.626,14.3744,56.08,93,38,9.62,scattered clouds
352,Zharkent,KZ,44.1628,80.0,26.58,51,89,1.01,overcast clouds
353,Hambantota,LK,6.1241,81.1185,79.14,83,40,8.05,scattered clouds
354,Itarema,BR,-2.9248,-39.9167,84.34,65,100,13.89,overcast clouds
355,Dublin,US,37.7021,-121.9358,63.79,55,0,0.0,clear sky
356,Dakar,SN,14.6937,-17.4441,81.48,73,0,13.8,clear sky
357,Coihaique,CL,-45.5752,-72.0662,83.01,41,20,8.05,few clouds
358,Mehamn,NO,71.0357,27.8492,18.64,89,30,14.83,scattered clouds
359,Imeni Morozova,RU,59.9757,31.0376,36.01,94,100,13.6,snow
360,Oga,IT,46.4631,10.347,32.54,66,100,4.25,overcast clouds
361,Vryburg,ZA,-26.9566,24.7284,73.78,49,98,5.03,overcast clouds
362,Galesong,ID,-5.3166,119.3661,75.22,84,63,4.74,broken clouds
363,Chapais,CA,49.7834,-74.8492,6.58,93,100,10.71,light snow
364,Izhma,RU,65.0083,53.9113,14.41,86,100,10.67,overcast clouds
365,Constitucion,CL,-35.3333,-72.4167,71.74,56,13,9.75,few clouds
366,Kapit,MY,2.0167,112.9333,72.88,100,100,1.14,moderate rain
367,Klaksvik,FO,62.2266,-6.589,36.52,59,81,35.88,broken clouds
368,Ishigaki,JP,24.3448,124.1572,65.41,69,100,16.71,overcast clouds
369,Lagoa,PT,39.05,-27.9833,60.19,85,16,12.15,few clouds
370,Socorro,US,31.6546,-106.3033,52.32,28,2,9.44,clear sky
371,Oyama,JP,36.3,139.8,37.58,37,0,9.69,clear sky
372,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,86.47,58,100,5.86,light rain
373,Batagay,RU,67.6333,134.6333,-30.48,95,100,1.68,overcast clouds
374,Springfield,US,37.2153,-93.2982,44.85,53,96,5.99,overcast clouds
375,Port Arthur,CN,38.8,121.2667,21.42,55,12,9.22,few clouds
376,Pacific Grove,US,36.6177,-121.9166,67.39,53,0,3.0,clear sky
377,Lanja,IN,16.85,73.55,64.53,92,38,2.08,scattered clouds
378,Bozova,TR,37.3625,38.5267,40.12,65,9,3.27,clear sky
379,Curuca,BR,-0.7289,-47.8481,78.82,92,100,4.68,overcast clouds
380,Seydi,TM,39.4816,62.9137,40.53,56,100,3.89,overcast clouds
381,Puerto Leguizamo,CO,-0.1934,-74.7819,82.06,80,95,2.93,overcast clouds
382,Zhuanghe,CN,39.7008,122.9911,20.59,66,100,4.36,overcast clouds
383,Mamallapuram,IN,12.6264,80.1722,80.06,73,98,10.18,overcast clouds
384,Rabo De Peixe,PT,37.8,-25.5833,62.28,90,40,16.11,scattered clouds
385,Awbari,LY,26.5921,12.7805,60.64,19,100,7.96,overcast clouds
386,Copiapo,CL,-27.3667,-70.3333,84.24,31,0,11.5,clear sky
387,Kyzyl-Suu,KG,42.3414,78.0056,25.14,74,100,3.94,overcast clouds
388,Belogorsk,RU,50.9158,128.4611,-16.02,100,100,0.92,overcast clouds
389,Ust-Nera,RU,64.5667,143.2,-24.47,79,4,3.02,clear sky
390,Port Moresby,PG,-9.4431,147.1797,75.74,86,100,5.75,overcast clouds
391,Kavieng,PG,-2.5744,150.7967,81.16,77,82,3.47,broken clouds
392,Port Shepstone,ZA,-30.7414,30.455,74.25,84,39,14.85,scattered clouds
393,Igarka,RU,67.4667,86.5833,-14.39,100,86,7.36,overcast clouds
394,Bonavista,CA,48.6499,-53.1147,16.12,63,100,25.41,overcast clouds
395,Pangkalanbuun,ID,-2.6833,111.6167,74.39,98,100,3.6,light rain
396,Zhanaozen,KZ,43.3,52.8,30.36,76,75,7.11,broken clouds
397,Kitimat,CA,54.0524,-128.6534,42.91,43,100,1.01,overcast clouds
398,Nicolas Bravo,MX,18.45,-88.9167,77.88,48,35,3.94,scattered clouds
399,Lincoln,US,40.8,-96.667,44.98,55,93,5.99,overcast clouds
400,Tarata,BO,-17.6167,-66.0167,56.62,65,100,8.32,overcast clouds
401,Palapye,BW,-22.546,27.1251,73.72,52,54,6.96,broken clouds
402,Moerai,PF,-22.4333,-151.3333,79.9,75,71,15.95,light rain
403,Goderich,CA,43.7501,-81.7165,28.9,83,100,19.08,overcast clouds
404,Tromso,NO,69.6496,18.957,30.22,64,0,18.41,clear sky
405,Luganville,VU,-15.5333,167.1667,77.88,86,100,7.47,heavy intensity rain
406,Stromness,GB,58.965,-3.296,37.65,64,74,30.94,broken clouds
407,Penjamo,MX,20.4333,-101.7333,74.66,23,0,5.88,clear sky
408,Celina,US,40.5489,-84.5702,33.55,78,0,10.89,clear sky
409,Cody,US,44.5263,-109.0565,42.26,28,0,16.11,clear sky
410,Chara,RU,56.9064,118.2631,-5.4,85,100,2.13,overcast clouds
411,Balkhash,KZ,46.844,74.9804,11.71,86,100,10.25,overcast clouds
412,Oxelosund,SE,58.6706,17.1015,34.32,82,0,1.01,clear sky
413,Solana Beach,US,32.9912,-117.2711,79.86,24,0,1.99,clear sky
414,Kaeo,NZ,-35.1,173.7833,73.33,98,100,4.65,overcast clouds
415,Kailua,US,21.4022,-157.7394,76.14,79,22,5.99,few clouds
416,Boende,CD,-0.2167,20.8667,81.36,42,100,0.34,overcast clouds
417,Ixtapa,MX,20.7,-105.2,76.23,69,20,12.66,few clouds
418,Harper,LR,4.375,-7.7169,80.11,80,100,10.74,overcast clouds
419,Ilebo,CD,-4.3167,20.5833,75.56,80,100,0.38,overcast clouds
420,Edd,ER,13.9297,41.6925,75.52,71,97,12.06,overcast clouds
421,Fernie,CA,49.5,-115.0687,36.36,94,100,5.66,overcast clouds
422,Apiai,BR,-24.5094,-48.8425,69.08,94,99,1.41,overcast clouds
423,Bondowoso,ID,-7.9135,113.8214,74.28,93,94,0.94,overcast clouds
424,Sangin,AF,32.0728,64.8359,47.98,44,0,5.82,clear sky
425,Bethanien,NA,-26.502,17.1583,70.56,71,100,18.03,moderate rain
426,Rawson,AR,-43.3002,-65.1023,75.85,34,7,15.95,clear sky
427,Warrnambool,AU,-38.3833,142.4833,59.81,81,0,10.78,clear sky
428,Yinchuan,CN,38.4681,106.2731,20.41,91,83,7.2,broken clouds
429,Akdepe,TM,42.0551,59.3788,33.37,60,7,8.08,clear sky
430,Sitka,US,57.0531,-135.33,44.49,81,100,18.41,moderate rain
431,Washougal,US,45.5826,-122.3534,55.71,71,0,4.61,clear sky
432,Port Blair,IN,11.6667,92.75,78.66,81,12,9.93,few clouds
433,Kisanga,TZ,-7.4362,37.7034,75.87,81,100,1.39,overcast clouds
434,Pleshanovo,RU,52.8333,53.4833,13.33,98,100,2.08,overcast clouds
435,Effingham,US,32.3669,-81.3332,45.05,65,100,9.93,light rain
436,Balabac,PH,7.9868,117.0645,80.47,80,100,18.5,overcast clouds
437,Kawalu,ID,-7.3817,108.2082,73.31,95,100,3.4,overcast clouds
438,Kieta,PG,-6.2167,155.6333,79.36,83,100,7.56,overcast clouds
439,Robertsport,LR,6.7533,-11.3686,80.91,83,0,11.63,clear sky
440,Westerland,DE,54.9079,8.3033,37.42,87,75,28.77,light rain
441,Selaru,RO,44.4667,25.3,43.23,48,71,5.88,broken clouds
442,Cururupu,BR,-1.8283,-44.8683,83.16,72,100,6.69,overcast clouds
443,Razole,IN,16.4833,81.8333,68.02,85,81,3.18,broken clouds
444,Novyy Urgal,RU,51.0736,132.5642,-13.68,100,99,1.66,overcast clouds
445,Belaya Gora,RU,68.5333,146.4167,-42.79,100,69,0.92,broken clouds
446,Humberto De Campos,BR,-2.5983,-43.4611,81.14,85,99,7.43,moderate rain
447,Kuybysheve,UA,47.358,36.6491,30.83,88,100,7.78,overcast clouds
448,Vardo,NO,70.3705,31.1107,23.2,78,74,21.72,broken clouds
449,Ishim,RU,56.1128,69.4902,-6.12,89,95,5.26,overcast clouds
450,Buzmeyin,TM,38.0507,58.2056,39.0,64,93,6.87,overcast clouds
451,Tabou,CI,4.423,-7.3528,80.31,80,100,9.69,overcast clouds
452,Arraial Do Cabo,BR,-22.9661,-42.0278,78.26,84,46,20.58,scattered clouds
453,Talara,PE,-4.5772,-81.2719,75.34,72,27,18.99,scattered clouds
454,Betong,TH,5.7743,101.0723,69.31,98,100,2.64,overcast clouds
455,Moussoro,TD,13.6408,16.4901,71.11,9,0,11.9,clear sky
456,Gogrial,SS,8.5332,28.1004,75.97,16,7,4.65,clear sky
457,Popondetta,PG,-8.7537,148.2534,74.23,95,100,3.62,overcast clouds
458,Port Hardy,CA,50.6996,-127.4199,46.76,83,100,14.23,overcast clouds
459,Evensk,RU,61.95,159.2333,1.26,67,0,9.06,clear sky
460,Vanavara,RU,60.34,102.2797,-13.76,100,93,2.48,overcast clouds
461,Bikin,RU,46.8161,134.26,-4.18,99,96,2.57,overcast clouds
462,Turukhansk,RU,65.8167,87.9833,-12.87,100,86,3.02,overcast clouds
463,Elat,IL,29.5581,34.9482,58.62,53,0,8.7,clear sky
464,Olafsvik,IS,64.8945,-23.7142,28.08,70,100,16.98,overcast clouds
465,Kadoma,JP,34.7333,135.5833,39.18,62,30,2.06,scattered clouds
466,Lithakia,GR,37.7167,20.8333,56.59,86,38,7.52,scattered clouds
467,Ryotsu,JP,38.0833,138.4333,31.8,76,100,16.49,light snow
468,Jalapa,MX,19.5333,-96.9167,64.94,57,41,6.91,scattered clouds
469,Saskylakh,RU,71.9167,114.0833,-24.65,100,95,1.61,overcast clouds
470,Pemangkat,ID,1.1667,108.9667,77.2,91,96,5.39,overcast clouds
471,Mareeba,AU,-17.0,145.4333,70.45,94,89,2.42,overcast clouds
472,Digha,IN,21.6833,87.55,65.12,56,100,1.9,overcast clouds
473,Whitehorse,CA,60.7161,-135.0538,32.77,86,75,11.5,broken clouds
474,Yarmouth,US,41.7057,-70.2286,32.25,59,40,0.0,scattered clouds
475,Itoman,JP,26.1247,127.6694,59.02,58,100,9.22,overcast clouds
476,Bac Lieu,VN,9.285,105.7244,79.39,72,99,18.3,overcast clouds
477,Tailai,CN,46.3833,123.4,-1.84,87,53,5.23,broken clouds
478,Bulolo,PG,-7.2,146.65,68.47,88,85,2.8,overcast clouds
479,General Pico,AR,-35.6566,-63.7568,78.57,19,0,8.1,clear sky
480,Sabang,ID,5.8933,95.3214,77.0,89,100,15.39,overcast clouds
481,Tawang,IN,27.5833,91.8667,26.82,64,0,4.72,clear sky
482,Watsa,CD,3.0372,29.5355,69.4,31,100,1.25,overcast clouds
483,Artvin,TR,41.1667,41.8333,34.88,97,100,0.4,snow
484,Aykhal,RU,66.0,111.5,-11.97,99,100,5.06,overcast clouds
485,Dzhebariki-Khaya,RU,62.2167,135.8,-39.41,99,99,0.89,overcast clouds
486,Flinders,AU,-34.5833,150.8552,66.79,85,77,11.01,moderate rain
487,Beira,MZ,-19.8436,34.8389,78.89,89,40,10.36,scattered clouds
488,Port-Cartier,CA,50.0334,-66.8654,4.75,71,100,6.17,overcast clouds
489,Batagay-Alyta,RU,67.8006,130.4114,-24.63,99,100,2.48,overcast clouds
490,Montauban,FR,44.0833,1.5,48.88,85,100,10.6,overcast clouds
491,Dunedin,NZ,-45.8742,170.5036,53.8,77,0,3.13,clear sky
492,Aswan,EG,24.0934,32.907,60.76,28,0,10.11,clear sky
493,West Bay,KY,19.3667,-81.4167,84.27,66,20,3.0,few clouds
494,Muros,ES,42.7762,-9.0603,52.3,71,47,10.63,scattered clouds
495,Natal,BR,-5.795,-35.2094,83.66,60,4,11.65,clear sky
496,Birin,NP,26.8865,88.0718,42.1,84,40,2.26,scattered clouds
497,Griffith,US,41.5284,-87.4237,35.04,69,0,5.01,clear sky
498,Katsuura,JP,35.1333,140.3,34.11,46,84,9.53,broken clouds
499,Dourbali,TD,11.8091,15.8632,75.2,16,0,9.73,clear sky
500,Jijiga,ET,9.35,42.8,61.66,80,6,9.8,clear sky
501,Strezhevoy,RU,60.7333,77.5889,3.18,96,73,9.28,broken clouds
502,Grand Island,US,40.925,-98.342,43.09,39,0,10.0,clear sky
503,Tilichiki,RU,60.4667,166.1,-13.94,84,10,9.22,clear sky
504,Rabapatona,HU,47.6322,17.48,46.8,81,100,12.15,light rain
505,Nsoko,SZ,-27.0333,31.95,69.4,97,38,6.31,light rain
506,Rassvet,RU,46.8333,40.75,30.13,98,100,20.13,overcast clouds
507,Kholodnyy,RU,62.7167,147.95,-31.97,83,47,0.85,scattered clouds
508,Fukue,JP,32.6881,128.8419,43.88,62,95,17.6,overcast clouds
509,Lompoc,US,34.6391,-120.4579,74.08,41,0,1.99,clear sky
510,Cannington,AU,-32.0167,115.95,66.45,57,20,8.01,few clouds
511,Atikokan,CA,48.7555,-91.6216,13.82,82,100,7.25,overcast clouds
512,Krasnoborsk,RU,61.5598,45.934,10.29,99,86,3.31,overcast clouds
513,Deder,ET,9.3167,41.45,56.71,75,10,8.46,clear sky
514,Kirakira,SB,-10.4544,161.9205,80.85,86,99,7.78,overcast clouds
515,Bokaa,BW,-24.45,26.0167,76.55,45,100,7.31,overcast clouds
516,Kashiwazaki,JP,37.3667,138.55,28.89,72,100,17.81,light snow
517,Auki,SB,-8.7676,160.7034,78.87,88,100,7.63,overcast clouds
518,Hasilpur,PK,29.7122,72.5553,58.17,42,5,6.76,clear sky
519,Raudeberg,NO,61.9875,5.1352,38.86,87,87,1.01,overcast clouds
520,Alice Springs,AU,-23.7,133.8833,60.35,94,0,4.61,clear sky
521,Jambi,ID,-1.6,103.6167,71.73,96,99,3.33,overcast clouds
522,Cortez,US,37.3489,-108.5859,43.56,28,0,8.05,clear sky
523,Esna,EG,25.2934,32.554,59.81,31,0,9.31,clear sky
524,Srandakan,ID,-7.9386,110.2506,76.14,88,100,4.7,overcast clouds
525,Pundaguitan,PH,6.3711,126.1689,80.04,77,100,20.4,overcast clouds
526,Nizhniy Kuranakh,RU,58.8353,125.4869,-23.12,99,19,2.28,few clouds
527,Mahebourg,MU,-20.4081,57.7,79.25,83,90,13.02,overcast clouds
528,Karlskoga,SE,59.3267,14.5239,34.92,90,47,9.24,scattered clouds
529,Pihani,IN,27.6333,80.2,51.96,73,0,1.83,clear sky
530,Caxito,AO,-8.5785,13.6643,76.93,74,49,5.17,scattered clouds
531,Manono,CD,-7.3,27.4167,68.86,98,100,3.38,light rain
532,Taoudenni,ML,22.6783,-3.9836,74.12,10,73,8.55,broken clouds
533,Victor Harbor,AU,-35.5667,138.6167,77.72,60,0,7.36,clear sky
534,Half Moon Bay,US,37.4636,-122.4286,65.77,61,0,11.5,clear sky
535,Vilyuysk,RU,63.7553,121.6247,-14.98,98,100,6.91,overcast clouds
536,Francisco Sa,BR,-16.4758,-43.4883,71.15,89,100,3.29,moderate rain
537,Doka,SD,13.5167,35.7667,74.1,24,1,11.34,clear sky
538,Fairbanks,US,64.8378,-147.7164,-1.7,77,100,0.0,light snow
539,Beidao,CN,34.5686,105.8933,22.37,87,100,2.62,overcast clouds
540,Sawakin,SD,19.1059,37.3321,70.95,61,0,9.75,clear sky
541,Novo Horizonte,BR,-21.4681,-49.2208,82.62,67,99,7.7,overcast clouds
542,Yuzhnyy,RU,53.2542,83.6936,-1.43,95,19,2.26,few clouds
543,Otane,NZ,-39.8833,176.6333,58.01,98,100,6.33,light rain
544,Hobyo,SO,5.3505,48.5268,76.73,69,65,15.39,broken clouds
545,Kimbe,PG,-5.5502,150.1429,76.57,92,28,1.83,scattered clouds
546,Makakilo City,US,21.3469,-158.0858,74.68,82,75,0.0,drizzle
547,Mandalgovi,MN,45.7625,106.2708,4.59,67,0,5.84,clear sky
548,Bumba,CD,2.1833,22.4667,75.6,38,22,3.06,few clouds
549,Tobol,KZ,52.6844,62.5794,5.54,92,100,5.75,overcast clouds
550,Beloha,MG,-25.1667,45.05,74.12,94,100,19.26,moderate rain
551,Kidal,ML,18.4411,1.4078,70.02,10,0,9.78,clear sky
552,Koumac,NC,-20.5667,164.2833,78.66,87,100,7.56,overcast clouds
553,Vila Do Maio,CV,15.1333,-23.2167,74.19,79,0,14.23,clear sky
554,Salamanca,ES,40.8333,-6.0,38.98,58,6,6.31,clear sky
555,Vaitape,PF,-16.5167,-151.75,81.21,75,100,23.0,overcast clouds
556,Saint-Leu,RE,-21.15,55.2833,77.86,77,99,2.39,overcast clouds
557,Tak,TH,16.5833,98.8333,63.61,92,56,2.91,broken clouds
558,Geraldton,AU,-28.7667,114.6,70.21,49,100,10.36,overcast clouds
559,Maralal,KE,1.0968,36.698,65.59,51,100,4.92,overcast clouds
560,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,71,40,17.0,scattered clouds
561,Abu Dhabi,AE,24.4667,54.3667,66.31,62,20,1.99,few clouds
562,Pittsburg,US,38.028,-121.8847,62.55,59,0,1.99,clear sky
563,Payakumbuh,ID,-0.2202,100.6308,67.68,92,100,3.53,overcast clouds
564,Nan,TH,18.8333,100.6667,62.55,98,95,0.58,overcast clouds
565,Lata,PT,40.1629,-8.3327,52.81,61,1,3.94,clear sky
566,Bilma,NE,18.6853,12.9164,65.66,14,0,8.52,clear sky
567,Saint Anthony,US,45.0205,-93.218,22.84,72,100,4.0,haze
568,Arona,ES,28.0996,-16.681,64.71,56,0,3.0,clear sky
569,Grenaa,DK,56.4158,10.8783,34.02,94,66,15.19,broken clouds
570,Santiago,CL,-33.4569,-70.6483,95.29,22,0,17.27,clear sky
571,Trairi,BR,-3.2778,-39.2689,83.91,65,76,10.92,broken clouds
572,Sola,VU,-13.8833,167.55,81.81,79,100,15.3,overcast clouds
573,Jacareacanga,BR,-6.2222,-57.7528,83.68,76,100,2.57,overcast clouds
574,Flin Flon,CA,54.7682,-101.865,-0.27,88,100,10.25,overcast clouds
575,Inza,RU,53.8533,46.3586,-4.49,100,95,3.38,overcast clouds
576,Haverfordwest,GB,51.8017,-4.9691,45.34,82,16,4.0,few clouds
577,Martapura,ID,-3.4167,114.85,75.29,100,100,5.75,overcast clouds
578,Tecpan,GT,14.7623,-90.9947,70.45,44,67,5.53,broken clouds
579,Qasigiannguit,GL,68.8193,-51.1922,1.65,99,100,5.39,overcast clouds
580,Mukhen,RU,48.1,136.1,-3.48,96,99,3.69,overcast clouds
581,Camana,PE,-16.6228,-72.7111,75.09,68,73,7.43,broken clouds
582,Nichinan,JP,31.6,131.3667,34.75,63,85,4.47,overcast clouds
583,Maurepas,FR,48.7649,1.9292,50.45,94,75,4.0,broken clouds
584,Tabuk,PH,17.4189,121.4443,68.85,97,100,1.5,overcast clouds
585,Bonthe,SL,7.5264,-12.505,80.64,75,36,10.45,scattered clouds
586,Young,UY,-32.6833,-57.6333,73.22,32,1,16.87,clear sky
587,Yerbogachen,RU,61.2767,108.0108,-7.11,100,100,1.95,overcast clouds
588,Marawi,PH,7.9986,124.2928,64.65,91,25,1.86,scattered clouds
589,Watertown,US,42.3709,-71.1828,30.51,60,100,5.01,light snow
590,Palauig,PH,15.435,119.9045,76.91,74,83,5.88,broken clouds
591,Jian,CN,27.1172,114.9793,42.13,94,100,7.02,overcast clouds
592,Seoul,KR,37.5683,126.9778,17.04,50,4,4.38,clear sky
593,Santa Ana,US,33.7456,-117.8678,79.66,29,0,5.01,clear sky
594,Kijang,KR,35.2442,129.2139,31.1,47,0,5.66,clear sky
595,Luoyang,CN,34.6836,112.4536,33.42,57,100,2.77,overcast clouds
596,Krasnyye Chetai,RU,55.6887,46.1386,-2.33,100,89,3.38,overcast clouds
597,Mangrol,IN,21.1167,70.1167,67.12,70,6,9.57,clear sky
598,Pandan,PH,14.0453,124.1694,76.6,87,100,15.05,overcast clouds
599,Felanitx,ES,39.4696,3.1483,52.95,84,3,1.68,clear sky
600,Arang,IN,21.2,81.9667,62.42,25,6,2.33,clear sky
601,Esperance,AU,-33.8667,121.9,62.44,71,100,23.47,overcast clouds
602,Asfi,MA,32.2994,-9.2372,60.31,75,11,15.82,few clouds
603,Qaqortoq,GL,60.7167,-46.0333,7.3,68,100,4.81,overcast clouds
604,Pierre,US,44.3683,-100.351,41.86,49,0,1.99,clear sky
605,Juneau,US,58.3019,-134.4197,42.85,92,100,14.0,light rain
606,Nanortalik,GL,60.1432,-45.2371,15.22,67,100,20.65,overcast clouds
607,Naze,JP,28.3667,129.4833,51.8,63,100,6.98,overcast clouds
608,Teguldet,RU,57.3064,88.1667,11.48,92,100,4.83,overcast clouds
609,Wajid,SO,3.8093,43.2471,82.38,22,95,12.26,overcast clouds
610,Komsomolskiy,UZ,40.4272,71.7189,39.92,87,75,4.61,broken clouds
611,Kachiry,KZ,53.0675,76.1036,8.87,82,11,10.42,few clouds
612,Road Town,VG,18.4167,-64.6167,75.29,94,40,12.66,scattered clouds
613,Brae,GB,60.3964,-1.353,39.11,56,57,30.78,broken clouds
614,Jardim,BR,-21.4803,-56.1381,87.55,44,87,10.92,overcast clouds
615,The Valley,AI,18.217,-63.0578,77.14,73,75,14.97,broken clouds
616,Mahuva,IN,21.0914,71.7622,68.83,56,5,8.32,clear sky
617,Aransas Pass,US,27.9095,-97.15,63.21,77,0,5.01,clear sky
618,Uruzgan,AF,32.8333,66.0,39.13,44,0,2.77,clear sky
619,Norheimsund,NO,60.3709,6.1456,36.72,95,100,6.15,overcast clouds
620,Navalmoral De La Mata,ES,39.8916,-5.5406,51.96,63,7,2.77,clear sky
621,Porto Tolle,IT,44.9497,12.3245,44.62,81,100,5.82,overcast clouds
622,Ballina,AU,-28.8667,153.5667,67.96,83,100,18.41,overcast clouds
623,Phon Thong,TH,16.3016,103.9768,76.96,69,52,6.51,broken clouds
624,Tianpeng,CN,30.9866,103.9393,34.38,95,61,3.09,broken clouds
625,Phan Thiet,VN,10.9333,108.1,73.53,78,100,6.53,overcast clouds
626,Tessalit,ML,20.1986,1.0114,70.7,10,0,6.76,clear sky
627,Bulalacao,PH,12.3254,121.3435,77.65,81,95,17.9,overcast clouds
628,Moba,CN,33.2288,105.0179,22.82,91,100,2.64,light snow
629,Malanville,BJ,11.8685,3.3899,80.69,16,0,7.76,clear sky
630,Los Banos,PH,14.1667,121.1833,76.82,86,98,9.8,overcast clouds
631,Waynesville,US,35.4887,-82.9887,46.72,42,0,1.99,clear sky
632,Murindo,CO,6.9848,-76.7544,91.56,44,31,3.02,scattered clouds
633,Bodden Town,KY,19.2833,-81.25,84.2,66,20,8.01,few clouds
634,Zalantun,CN,48.0,122.7167,0.36,79,22,5.95,few clouds
635,Rutland,US,43.6167,-73.0162,25.56,57,0,4.0,clear sky
636,Labuhan,ID,-6.8844,112.2051,77.36,91,100,6.87,overcast clouds
637,Aojiang,CN,22.9421,116.0359,59.02,82,100,14.56,overcast clouds
638,Wufeng,CN,27.45,104.8333,26.28,97,100,2.37,overcast clouds
639,Iberia,US,29.9502,-91.7507,56.05,35,0,3.44,clear sky
640,Laibin,CN,23.7,109.2667,50.65,94,99,1.92,light rain
641,Balagunan,PH,7.4922,125.5211,71.83,93,8,7.05,clear sky
642,San Andres,CO,12.5847,-81.7006,79.95,69,4,15.9,clear sky
643,Mezen,RU,65.8522,44.24,16.74,92,100,11.1,overcast clouds
644,Martil,MA,35.6166,-5.2752,60.87,88,60,15.93,broken clouds
645,Wanning,CN,18.8003,110.3967,70.02,91,97,5.57,overcast clouds
646,Broken Hill,AU,-31.95,141.4333,70.09,40,3,13.4,clear sky
647,Leshukonskoye,RU,64.8989,45.7622,16.36,94,100,9.08,light snow
648,Almeria,ES,37.1667,-2.3333,50.43,87,5,3.49,clear sky
649,Nouadhibou,MR,20.931,-17.0347,67.98,88,5,18.41,clear sky
650,Morondava,MG,-20.2833,44.2833,80.8,83,100,18.86,moderate rain
651,Mayo,US,38.8876,-76.5119,38.89,39,0,4.0,clear sky
652,Teseney,ER,15.11,36.6575,70.88,36,0,11.79,clear sky
653,Tura,IN,25.5198,90.2201,51.69,81,0,2.89,clear sky
654,Bagotville,AU,-28.9833,153.4167,63.64,98,75,13.49,broken clouds
655,Mumford,GH,5.2618,-0.759,80.98,81,35,7.47,scattered clouds
656,Salinopolis,BR,-0.6136,-47.3561,79.2,87,100,8.57,light rain
657,Sagunto,ES,39.6833,-0.2667,55.81,82,0,4.61,clear sky
658,Lasa,IT,46.6166,10.7002,43.54,67,100,4.97,overcast clouds
659,Chunskiy,RU,56.0815,99.6342,12.85,98,100,2.42,overcast clouds
660,Cairns,AU,-16.9167,145.7667,75.15,88,40,11.5,scattered clouds
661,Chicama,PE,-7.8447,-79.1469,70.34,57,95,11.68,overcast clouds
662,Mafinga,TZ,-7.25,35.0667,67.73,90,100,4.25,overcast clouds
663,College,US,64.8569,-147.8028,-1.71,78,100,3.44,light snow
664,Haapiti,PF,-17.5667,-149.8667,85.73,73,30,21.18,scattered clouds
665,Ajdabiya,LY,30.7554,20.2263,58.37,53,100,0.69,overcast clouds
666,Utinga,BR,-5.8172,-35.3954,86.85,62,20,14.97,few clouds
667,Gazli,UZ,40.1333,63.45,38.95,62,100,5.21,overcast clouds
668,Menongue,AO,-14.6585,17.691,59.92,88,100,4.68,overcast clouds
669,Buala,SB,-8.145,159.5921,80.69,84,100,8.99,light rain
670,Srivardhan,IN,18.0333,73.0167,70.02,75,93,4.76,overcast clouds
671,Jizan,SA,17.3333,42.6667,75.87,67,8,8.1,clear sky
672,Surt,LY,31.2089,16.5887,61.14,52,4,5.5,clear sky
673,Bataipora,BR,-22.2953,-53.2711,76.89,77,100,5.99,overcast clouds
674,Asau,RO,46.4333,26.4,41.4,54,100,6.15,overcast clouds
675,Lipari,IT,38.4674,14.954,57.78,77,61,3.83,broken clouds
676,Ambilobe,MG,-13.2,49.05,75.56,92,100,3.13,light rain
677,Yenotayevka,RU,47.2456,47.0281,30.18,74,100,6.51,overcast clouds
678,Big Spring,US,32.2504,-101.4787,54.28,33,0,7.0,clear sky
679,Ilo,PE,-17.6394,-71.3375,72.64,72,100,6.33,overcast clouds
680,Le Portel,FR,50.7056,1.5757,52.23,74,74,31.7,broken clouds
681,Teguise,ES,29.0605,-13.564,62.82,77,0,20.71,clear sky
682,Lima,PE,-12.0432,-77.0282,78.91,60,37,5.99,scattered clouds
683,Shahreza,IR,32.0339,51.8794,34.56,53,0,4.56,clear sky
684,Lodwar,KE,3.1191,35.5973,89.96,22,100,1.97,overcast clouds
685,Japura,ID,-0.3167,102.35,72.54,97,100,2.48,overcast clouds
686,Juegang,CN,32.3174,121.1855,40.91,76,100,8.61,light rain
687,Ambunti,PG,-4.2365,142.8448,73.94,99,100,0.92,light rain
688,Xalpatlahuac,MX,17.4667,-98.6167,77.86,32,14,3.24,few clouds
689,Eldorado,BR,-23.7869,-54.2836,86.41,35,11,13.31,few clouds
690,Tigil,RU,57.8,158.6667,2.57,86,69,5.84,broken clouds
691,Ylojarvi,FI,61.5563,23.5961,32.63,90,100,8.05,overcast clouds
692,Rocha,UY,-34.4833,-54.3333,71.35,44,0,19.66,clear sky
693,Sarny,UA,51.338,26.6019,33.37,98,100,13.87,overcast clouds
694,Usinsk,RU,65.9939,57.5281,-11.25,99,11,5.77,few clouds
695,Altay,CN,47.8667,88.1167,8.44,46,10,10.09,clear sky
